,Estimate#,Converted#,CompanyName,PriceTotal,DateCreated,DateConverted,DateLost,DateVoided
7149,13498,272900,Horgan General Contractor,184.97,10/3/2019 10:05,10/10/2019 9:34,,
7150,13499,277153,Zach Taylor,391.53,10/3/2019 10:45,10/22/2019 15:13,,
7151,13500,282220,Mercury Sign Co,93.13,10/3/2019 10:46,11/6/2019 15:00,,
7152,13501,272932,Thomas Jefferson Academy,36.19,10/3/2019 10:48,10/10/2019 10:17,,
7153,13502,277538,Dongweck Engraving,251.53,10/3/2019 10:57,10/23/2019 12:56,,
7154,13503,273461,Pine Grove Church,46.5,10/3/2019 11:18,10/11/2019 10:13,,
7155,13504,270510,Sun West Engineering Construction,883.56,10/3/2019 11:50,10/3/2019 12:14,,
7156,13505,271498,Nelson-Atkins Museum of Art,49.5,10/3/2019 12:04,10/7/2019 11:57,,
7157,13506,,Mendocino at the Vineyards,51.5,10/3/2019 12:11,,12/4/2019 10:39,
7158,13507,274797,Flowers Construction,546.14,10/3/2019 12:18,10/16/2019 7:18,,
7159,13508,271019,Synovos,219,10/3/2019 12:24,10/4/2019 12:17,,
7160,13509,275480,Aria Energy,59.73,10/3/2019 12:42,10/17/2019 11:31,,
7161,13510,271368,Graphics Systems,77,10/3/2019 13:14,10/7/2019 8:33,,
7162,13511,270980,LCR Inc,166.68,10/3/2019 13:36,10/4/2019 11:39,,
7163,13512,271867,Fresno at the Vineyards,252.5,10/3/2019 13:42,10/8/2019 9:04,,
7164,13513,270941,ADM-Waynesville,121.95,10/3/2019 13:59,10/4/2019 10:45,,
4936,13514,271950,Maxwell Air Force Base in Alabama,1112.5,10/3/2019 14:12,10/8/2019 10:48,,
4937,13515,271075,Makino,15,10/3/2019 14:18,10/4/2019 13:26,,
4938,13516,278080,Owens Corning Roofing and Asphalt,411.15,10/3/2019 14:23,10/24/2019 14:44,,
4939,13517,270867,"Jonay Meter Shop, Inc",37.77,10/3/2019 14:28,10/4/2019 9:23,,
4940,13518,271639,Municipality of Skagway,217,10/3/2019 14:32,10/7/2019 14:57,,
4941,13519,,Wrico Signs,23190,10/3/2019 14:52,,11/19/2019 10:08,
4942,13520,270862,Orange County Public Schools,34.5,10/3/2019 15:09,10/4/2019 8:56,,
5019,13521,270883,Commercial Door and Hardware,237.59,10/3/2019 15:11,10/4/2019 9:48,,
5020,13522,,"Mayco International, LLC",85.33,10/3/2019 16:14,,10/11/2019 15:43,
5021,13523,271167,DOC JOHNSON ENTERPRISES,31.23,10/3/2019 16:46,10/4/2019 15:51,,
5022,13524,271973,Star Painting,698.39,10/3/2019 16:50,10/8/2019 11:03,,
5023,13525,271152,Global Modular Inc.,86.5,10/4/2019 7:35,10/4/2019 15:11,,
5024,13526,273442,Marketshare Inc,1560,10/4/2019 8:17,10/11/2019 9:54,,
5025,13527,270919,Red Hawk Fire & Security,82.44,10/4/2019 8:25,10/4/2019 10:28,,
5026,13528,270922,Marketshare Inc,151,10/4/2019 8:41,10/4/2019 10:31,,
5027,13529,271984,H & H Builders,110.5,10/4/2019 8:41,10/8/2019 11:10,,
5028,13530,,Fastenal - Winona,7662.5,10/4/2019 8:43,,11/5/2019 8:47,
5029,13531,271022,Walk NYC Podiatry PC,99.04,10/4/2019 8:45,10/4/2019 12:22,,
5030,13532,270954,Aspen Builders,30.57,10/4/2019 8:47,10/4/2019 11:11,,
5031,13533,274657,"Landmarc Environmental Systems, LLC",812.07,10/4/2019 8:55,10/15/2019 15:35,,
5032,13534,,"Duckels Construction, Inc",81.56,10/4/2019 9:12,,10/4/2019 9:25,
5033,13535,279439,Tetra Tech / Maytag Joint Venture,550.07,10/4/2019 9:15,10/29/2019 13:21,,
5034,13536,276599,Phipps Houses Services,373.5,10/4/2019 9:19,10/21/2019 14:06,,
5035,13537,271137,Gila Bend KOA,65.76,10/4/2019 9:26,10/4/2019 14:36,,
5036,13538,301147,SignCo USA,382.3,10/4/2019 9:34,1/14/2020 16:20,,
5037,13539,271009,"Thermon, Inc.",159.5,10/4/2019 10:33,10/4/2019 12:06,,
5038,13540,,Creative Sign Designs,720.5,10/4/2019 10:38,,11/4/2019 9:26,
5039,13541,,"Thermon, Inc.",1735.97,10/4/2019 10:51,,10/14/2019 10:47,
5040,13542,280299,Appenx Inc,227.5,10/4/2019 11:17,10/31/2019 12:03,,
5041,13543,272422,"Monarch Realty Holdings, LLC.",49.43,10/4/2019 11:21,10/9/2019 9:08,,
5042,13544,276853,The Sign Shop,322.5,10/4/2019 11:22,10/22/2019 8:51,,
5043,13545,,Multi-Color Global Label Solutions,88.5,10/4/2019 11:28,,10/4/2019 12:40,
5044,13546,271157,Duyck Machine,171.5,10/4/2019 12:29,10/4/2019 15:18,,
5123,13547,273078,Signarama - Asheville,591.23,10/4/2019 12:33,10/10/2019 11:47,,
5124,13548,271907,T-Mobile,366.63,10/4/2019 12:49,10/8/2019 10:06,,
5125,13549,271403,Cisco Meraki,51.55,10/4/2019 13:27,10/7/2019 9:26,,
5126,13550,271103,Bay City Electric Works,1752.5,10/4/2019 13:47,10/4/2019 13:58,,
5127,13551,271643,Salish Kootenai College,48,10/4/2019 13:53,10/7/2019 15:00,,
5128,13552,289584,Fastsigns of Milford,,10/4/2019 14:17,12/3/2019 9:06,,
5129,13553,,byAlexJoachim,355.44,10/4/2019 14:26,,10/22/2019 15:26,
5130,13554,272412,Kimberly-Clark Corporation,203.5,10/4/2019 14:34,10/9/2019 8:56,,
5131,13555,,"Palmetto Restripe, LLC.",20.52,10/4/2019 14:52,,2/21/2020 8:30,
5132,13556,274025,One Lambda Inc.,116.65,10/4/2019 15:02,10/14/2019 11:09,,
5133,13557,273930,A+ Sign Shops,104,10/4/2019 15:51,10/14/2019 8:04,,
5134,13558,271386,Triad Creative Group,409,10/7/2019 8:21,10/7/2019 9:07,,
5135,13559,271447,Erie County Agricultural Society,178.67,10/7/2019 8:51,10/7/2019 10:50,,
5136,13560,272055,FIRST PARISH CONGREGATIONAL CHURCH,34.5,10/7/2019 9:02,10/8/2019 12:23,,
5137,13561,271700,Commercial Door and Hardware,454,10/7/2019 9:13,10/7/2019 15:47,,
5138,13562,271864,Earnest Company,18.54,10/7/2019 9:25,10/8/2019 8:57,,
5139,13563,288157,Morrison Fire Department,228,10/7/2019 9:49,11/25/2019 16:10,,
5140,13564,271954,Arksys Inc.,407.81,10/7/2019 10:53,10/8/2019 10:51,,
5141,13565,274121,Berkshire Wireless Corp.,355.15,10/7/2019 11:36,10/14/2019 13:52,,
5142,13566,272724,"Superior Striping Service, Inc.",1563.53,10/7/2019 12:25,10/9/2019 16:20,,
5143,13567,272194,Sweet Sounds,17.26,10/7/2019 12:30,10/8/2019 14:46,,
5144,13568,274392,Mercer County Library,78.9,10/7/2019 13:08,10/15/2019 9:57,,
5145,13569,285941,Tactile/Braille Signs,78,10/7/2019 13:25,11/18/2019 17:16,,
5146,13570,,"Burlington Capital, Real Estate",3383.88,10/7/2019 13:33,,10/8/2019 10:37,
5147,13571,271637,Sioux Automation,783.78,10/7/2019 14:30,10/7/2019 14:56,,
5173,13572,274924,Commercial Door & Hardware,372.9,10/7/2019 14:31,10/16/2019 10:47,,
5174,13573,271869,Dell Technologies,51.42,10/7/2019 15:09,10/8/2019 9:09,,
5175,13574,,Vinco Builders,95.82,10/7/2019 15:11,,11/5/2019 10:34,
5176,13575,271866,HC Quality Doors,879.75,10/7/2019 15:17,10/8/2019 9:00,,
5177,13576,272044,Engelke Construction,42.7,10/7/2019 16:10,10/8/2019 12:13,,
5178,13577,,"Ad Art, Inc",696.5,10/8/2019 7:54,,11/25/2019 12:38,
5179,13578,272252,Marketshare Inc,850,10/8/2019 8:27,10/8/2019 15:37,,
5180,13579,280274,Scott Beebe,70.49,10/8/2019 8:37,10/31/2019 11:29,,
5181,13580,274711,Evanston Vet Center,34.5,10/8/2019 8:39,10/15/2019 16:33,,
5182,13581,272108,"BAE Systems, Inc.",24.5,10/8/2019 8:44,10/8/2019 13:23,,
5183,13582,272938,SUNY Geneseo,120.5,10/8/2019 9:25,10/10/2019 10:22,,
5184,13583,271935,Philadelphia Sign Company,59.5,10/8/2019 9:31,10/8/2019 10:34,,
5185,13584,271957,Widener University,63.5,10/8/2019 10:28,10/8/2019 10:52,,
5186,13585,286982,Tactile/Braille Signs,466.9,10/8/2019 10:46,11/21/2019 10:39,,
5187,13586,272409,"Ad Art, Inc",213,10/8/2019 11:28,10/9/2019 8:51,,
5188,13587,,Southport Contracting,34.56,10/8/2019 11:52,,10/31/2019 8:19,
5189,13588,272620,Doug Calvin,47.99,10/8/2019 12:21,10/9/2019 14:17,,
5190,13589,,"United States Navy , Nuclear Power Training Unit",3318.31,10/8/2019 12:21,,11/6/2019 14:22,
5191,13590,,"Ad Art, Inc",966.5,10/8/2019 12:23,,11/25/2019 13:36,
5192,13591,280232,National Park Service,1930.5,10/8/2019 13:03,10/31/2019 10:13,,
5193,13592,272198,Barr-None Coating Applicators INC,1209.99,10/8/2019 13:05,10/8/2019 14:49,,
5194,13593,274127,Praxair - Aurora,582.51,10/8/2019 13:35,10/14/2019 14:00,,
5195,13594,,Tetra Tech / Maytag Joint Venture,19.2,10/8/2019 13:43,,12/2/2019 7:48,
5196,13595,272149,Halliburton,117.72,10/8/2019 13:44,10/8/2019 14:05,,
5197,13596,272152,"Lidl US, LLC",2198.45,10/8/2019 13:44,10/8/2019 14:11,,
5198,13597,275830,Wellpath Recovery Solutions,159.5,10/8/2019 14:08,10/18/2019 9:00,,
5275,13598,272550,Medearis Construction,91.36,10/8/2019 14:43,10/9/2019 12:48,,
5276,13599,,First Element Fuel,2625.36,10/8/2019 14:50,,11/20/2019 16:54,
5277,13600,275336,Hawaiian Electric Company - Hawaii Electric Light Company - Maui Electric Company,145.26,10/8/2019 15:08,10/17/2019 8:45,,
5278,13601,273161,"Edison Equities, LLC",105.56,10/8/2019 15:16,10/10/2019 13:22,,
5279,13602,272372,Nine Cloud Cannabis,356.19,10/8/2019 15:24,10/9/2019 7:18,,
5280,13603,272411,Addison Building Materials,33.5,10/8/2019 15:37,10/9/2019 8:54,,
5281,13604,,"Santa Rita Landscaping, Inc.",2113.69,10/8/2019 15:39,,11/20/2019 16:53,
5282,13605,,Hutchinson Manufacturing Inc.,8.6,10/8/2019 16:03,,11/6/2019 14:28,
5283,13606,272442,Kalahari Resorts,124.5,10/8/2019 16:06,10/9/2019 9:47,,
5284,13607,272568,Davey's Locker,19.4,10/8/2019 16:11,10/9/2019 13:11,,
5285,13608,276875,United Glass Systems,24.5,10/8/2019 16:40,10/22/2019 9:19,,
5286,13609,,White Trash Services,198.18,10/8/2019 16:57,,1/6/2020 17:07,
5287,13610,273224,JPs Contracting Inc.,162.11,10/9/2019 7:53,10/10/2019 14:55,,
5288,13611,272623,"Self Storage Signs, LLC",817.26,10/9/2019 8:08,10/9/2019 14:19,,
5289,13612,272672,United Electric,26.13,10/9/2019 8:13,10/9/2019 15:04,,
5290,13613,276349,Hospital for Special Surgery,110.5,10/9/2019 8:24,10/21/2019 7:31,,
5291,13614,,Midwest Energy Resources Company,2931.85,10/9/2019 8:26,,11/19/2019 10:09,
5292,13615,272661,Crown Equipment Corp,31,10/9/2019 9:15,10/9/2019 14:56,,
5293,13616,,Construction Supply Inc,120.95,10/9/2019 9:18,,2/3/2020 14:10,
5294,13617,,Fisher Door and Hardware,717.09,10/9/2019 10:02,,12/10/2019 9:27,
5295,13618,272901,BASF - Infinergy Plant,216.77,10/9/2019 10:07,10/10/2019 9:34,,
5296,13619,272554,AJ Construction Specialties,449.34,10/9/2019 10:23,10/9/2019 12:57,,
5297,13620,282869,Office of the Fresno County Superintendent of Schools,32.94,10/9/2019 10:27,11/8/2019 9:21,,
5298,13621,273152,"Cygnet Controls, Inc.",603,10/9/2019 10:33,10/10/2019 13:10,,
5299,13622,274133,LS Air Maintenance,41.5,10/9/2019 10:43,10/14/2019 14:13,,
5378,13623,272949,"Rutland AD1, LLC",61.5,10/9/2019 10:56,10/10/2019 10:44,,
5379,13624,272492,University of Texas at Austin,94.5,10/9/2019 11:01,10/9/2019 11:15,,
5380,13625,275893,Applied Industrial Technologies,91,10/9/2019 11:13,10/18/2019 10:38,,
5381,13626,272894,Philadelphia Sign Company,127.5,10/9/2019 11:43,10/10/2019 9:20,,
5382,13627,273154,National School District,1875.85,10/9/2019 11:49,10/10/2019 13:13,,
5383,13628,,WDF Inc.,6779.66,10/9/2019 12:04,,1/6/2020 17:07,
5384,13629,272907,Marketshare Inc,541.66,10/9/2019 12:40,10/10/2019 9:42,,
5385,13630,272893,Sign Graphics,26.5,10/9/2019 12:44,10/10/2019 9:16,,
5386,13631,272575,"Lidl US, LLC",4354.7,10/9/2019 13:03,10/9/2019 13:30,,
5387,13632,,Construction Supply Inc,89.78,10/9/2019 13:05,,4/3/2020 13:31,
5388,13633,272940,Jabil Circuit Inc,13,10/9/2019 13:13,10/10/2019 10:27,,
5389,13634,275696,T-Mobile,285.44,10/9/2019 13:15,10/17/2019 16:54,,
5390,13635,275395,"JR Automation Technologies, LLC",666.74,10/9/2019 13:20,10/17/2019 9:59,,
5391,13636,273244,Confederated Tribes of the Chehalis dba Lucky Eagle Casino & Hotel,95.5,10/9/2019 13:20,10/10/2019 15:23,,
5392,13637,272878,Right on Time Signs,40.5,10/9/2019 13:21,10/10/2019 8:49,,
5393,13638,,SignWorks - Monterey,4577.1,10/9/2019 13:21,,1/8/2020 15:42,
5394,13639,276818,Makino,15,10/9/2019 13:40,10/22/2019 7:09,,
5395,13640,273976,Veteran's Health Care System,169.5,10/9/2019 13:51,10/14/2019 9:47,,
5396,13641,,K-LOVE,656.91,10/9/2019 14:05,,1/6/2020 17:07,
5397,13642,272679,Winning Edge Graphics,42.5,10/9/2019 14:15,10/9/2019 15:13,,
5398,13643,273549,Marketshare Inc,751,10/9/2019 14:21,10/11/2019 12:50,,
5399,13644,272947,Devon Construction Services,70.49,10/9/2019 14:27,10/10/2019 10:41,,
5400,13645,296583,Danbury Senior Living,1057.4,10/9/2019 14:33,12/30/2019 12:08,,
5401,13646,,Pleasant Valley Construction,16.96,10/9/2019 14:46,,10/14/2019 7:40,
5402,13647,273546,Marketshare Inc,2660,10/9/2019 14:55,10/11/2019 12:46,,
5480,13648,,"STV Energy Services, Inc.",5902.27,10/9/2019 15:12,,11/15/2019 14:05,
5481,13649,,Schlosser Signs,10130.46,10/9/2019 15:44,,11/19/2019 10:12,
5482,13650,273188,Waterbury School,107.03,10/9/2019 16:16,10/10/2019 13:57,,
5483,13651,273210,Marketshare Inc,517,10/9/2019 16:34,10/10/2019 14:32,,
5484,13652,,"We Rock the Lakes, LLC",168.32,10/9/2019 17:05,,10/10/2019 17:36,
5485,13653,275449,Appenx Inc,94.5,10/10/2019 9:22,10/17/2019 10:57,,
5486,13654,279882,National Park Service - New York,98.5,10/10/2019 10:01,10/30/2019 12:20,,
5487,13655,,Signarama of Asheville,444.5,10/10/2019 10:27,,10/31/2019 14:35,
5488,13656,273407,K-LOVE,17.16,10/10/2019 10:33,10/11/2019 8:35,,
5489,13657,273262,Uplift Family Services,98.82,10/10/2019 10:33,10/10/2019 15:52,,
5490,13658,277485,Signs R US,42.5,10/10/2019 11:01,10/23/2019 11:51,,
5491,13659,274190,"Easterseals Joliet Region, Inc.",286.5,10/10/2019 11:03,10/14/2019 16:08,,
5492,13660,,Fastenal Co,559,10/10/2019 11:08,,1/6/2020 17:08,
5493,13661,284379,Blue Oak Energy,2089.29,10/10/2019 11:11,11/13/2019 13:34,,
5494,13662,273497,"Rectenwald Brothers Construction, Inc.",1179.4,10/10/2019 11:19,10/11/2019 11:18,,
5495,13663,274388,The Ambulatory Surgery Center of Westchester,46.07,10/10/2019 11:19,10/15/2019 9:55,,
5496,13664,,"Bridgestone Bandag, LLC",447.8,10/10/2019 11:25,,10/10/2019 15:59,
5497,13665,273240,"Reliance Build, Inc.",53.36,10/10/2019 11:28,10/10/2019 15:17,,
5498,13666,288852,First Flight Federal Credit Union,162.5,10/10/2019 11:44,11/27/2019 16:42,,
5499,13667,273230,Mobile Enterprises Inc,84.5,10/10/2019 11:57,10/10/2019 15:03,,
5500,13668,273985,Dominion Energy Transmission Inc.,406.62,10/10/2019 12:10,10/14/2019 10:09,,
5501,13669,274170,Salem United Methodist Church,102.5,10/10/2019 12:18,10/14/2019 15:23,,
5502,13670,273510,"Siino Construction, Inc.",158.4,10/10/2019 12:24,10/11/2019 11:40,,
5503,13671,274925,NAVAHCS,255.5,10/10/2019 12:26,10/16/2019 10:49,,
5504,13672,273652,Aria Energy,135.87,10/10/2019 13:14,10/11/2019 15:23,,
5557,13673,273478,Pursuit Oil and Gas,240.3,10/10/2019 13:29,10/11/2019 10:45,,
5558,13674,274213,"Siino Construction, Inc.",52.27,10/10/2019 13:35,10/14/2019 16:32,,
5559,13675,281360,City of Tracy,162.92,10/10/2019 13:58,11/4/2019 16:20,,
5560,13676,274943,Bob Popp,77.76,10/10/2019 14:33,10/16/2019 11:15,,
5561,13677,,Construction Supply Inc,400.44,10/10/2019 15:01,,2/3/2020 15:19,
5562,13678,277991,Lauren Diamond,89.57,10/10/2019 15:11,10/24/2019 12:44,,
5563,13679,274130,Entertainment Properties Group. Inc.,254.34,10/10/2019 15:46,10/14/2019 14:05,,
5564,13680,,OES Specialties,70.58,10/10/2019 15:53,,1/6/2020 17:08,
5565,13681,274350,Talk A Phone,3233,10/10/2019 15:57,10/15/2019 8:50,,
5566,13682,273440,Compliance Training Partners,633.35,10/10/2019 16:08,10/11/2019 9:49,,
5567,13683,273641,San Jose Parks  Recreation & Neighborhood Services,157.87,10/10/2019 16:24,10/11/2019 15:06,,
5568,13684,282511,"RTB, Inc.",216.5,10/11/2019 9:00,11/7/2019 11:14,,
5569,13685,275105,Primarius LLC,164.5,10/11/2019 9:05,10/16/2019 14:29,,
5570,13686,,Elevator Engineering & Equipment SAL,138,10/11/2019 10:00,,11/19/2019 10:13,
5571,13687,282054,Oakwood Laboratory,88.02,10/11/2019 10:16,11/6/2019 11:42,,
5572,13688,,First Urology,43.13,10/11/2019 10:22,,10/11/2019 13:19,
5573,13689,275664,McAllister Towing of New York,248.81,10/11/2019 10:38,10/17/2019 15:47,,
5574,13690,,The Queen's Medical Center,554.9,10/11/2019 10:44,,1/20/2020 10:27,
5575,13691,273647,G&G Equipment Specialists,86.5,10/11/2019 10:50,10/11/2019 15:20,,
5576,13692,,US Forest Service Angelina RD,62.1,10/11/2019 10:58,,11/4/2019 11:10,
5577,13693,274351,Xaverian High School,72.5,10/11/2019 11:03,10/15/2019 8:53,,
5578,13694,274543,Gold Country Casino Resort,137.5,10/11/2019 11:36,10/15/2019 13:16,,
5579,13695,273937,Philadelphia Sign Company,197.5,10/11/2019 11:55,10/14/2019 8:22,,
5580,13696,,Tag International,302.08,10/11/2019 12:02,,1/6/2020 17:08,
5581,13697,,Aimee Marruffo,127.8,10/11/2019 12:46,,10/18/2019 9:58,
5582,13698,275636,Flagship at Facebook,261.5,10/11/2019 13:12,10/17/2019 15:01,,
5633,13699,,POET Biorefining - Laddonia,1964.5,10/11/2019 14:13,,11/12/2019 9:57,
5634,13700,274680,Oldcastle,120.31,10/11/2019 14:31,10/15/2019 16:03,,
5635,13701,277154,"KNOLL America, Inc",10.6,10/11/2019 15:09,10/22/2019 15:14,,
5636,13702,274035,Prospect Construction Inc.,471,10/11/2019 15:22,10/14/2019 11:37,,
5637,13703,273997,Aria Energy,57.78,10/11/2019 17:07,10/14/2019 10:27,,
5638,13704,274554,Manning Materials Inc.,111.31,10/11/2019 17:19,10/15/2019 13:28,,
5639,13705,276093,"Ad Art, Inc",3687,10/14/2019 7:43,10/18/2019 15:06,,
5640,13706,275324,Exelon,412.02,10/14/2019 8:53,10/17/2019 8:17,,
5641,13707,274147,Marketshare Inc,520,10/14/2019 9:30,10/14/2019 14:36,,
5642,13708,277349,"Advanced Electrical Systems, Inc",911.25,10/14/2019 9:31,10/23/2019 8:34,,
5643,13709,275394,"42 Degrees Mgmt, LLC",48.23,10/14/2019 9:45,10/17/2019 9:58,,
5644,13710,276078,"E Light Electric Services, Inc.",8937.5,10/14/2019 9:55,10/18/2019 14:53,,
5645,13711,274485,"Post General Contracting, LLC",64.26,10/14/2019 10:00,10/15/2019 11:46,,
5646,13712,275483,Southern Cayuga Central School District,207,10/14/2019 10:12,10/17/2019 11:38,,
5647,13713,274859,First Urology,575.16,10/14/2019 10:30,10/16/2019 9:30,,
5648,13714,274990,Gary F Gardner Inc.,222.32,10/14/2019 10:45,10/16/2019 12:22,,
5649,13715,,Parsons,63.08,10/14/2019 11:23,,11/15/2019 12:07,
5650,13716,274086,City of St Louis,109,10/14/2019 12:19,10/14/2019 13:07,,
5651,13717,278320,Ultra Tech Aerospace,395.35,10/14/2019 12:24,10/25/2019 10:00,,
5652,13718,,GMP Center,382.53,10/14/2019 12:58,,1/6/2020 17:08,
5653,13719,277644,"Lakeshore Apartments, LP",112,10/14/2019 13:18,10/23/2019 14:47,,
5654,13720,274183,Speed Graphics,12,10/14/2019 13:27,10/14/2019 15:55,,
5655,13721,275353,Empire Valorize,91.8,10/14/2019 13:27,10/17/2019 9:17,,
5656,13722,274643,Pleasant Valley Construction,1545.21,10/14/2019 13:31,10/15/2019 15:15,,
5657,13723,275132,JLL Property Management,35.1,10/14/2019 13:48,10/16/2019 15:09,,
5658,13724,294538,Park County Public Health,804.5,10/14/2019 13:48,12/18/2019 10:37,,
5736,13725,,Caterpillar,374.72,10/14/2019 13:48,,10/24/2019 10:07,
5737,13726,274374,Power House Manufacturing,62.5,10/14/2019 13:53,10/15/2019 9:41,,
5738,13727,275939,La Quinta  - Corsicana,119.34,10/14/2019 14:07,10/18/2019 11:34,,
5739,13728,285568,Bonnell Industries Inc,848.7,10/14/2019 14:30,11/18/2019 8:46,,
5740,13729,274168,Joe Hillman Maintenance & Construction,94.5,10/14/2019 14:50,10/14/2019 15:20,,
5741,13730,,Signarama of Asheville,886,10/14/2019 15:13,,11/19/2019 10:25,
5742,13731,275063,Nutrien Ag Solutions - Stockton IL,6.4,10/14/2019 15:16,10/16/2019 13:51,,
5743,13732,277674,City of Columbus Indiana,48.5,10/14/2019 15:21,10/23/2019 15:30,,
5744,13733,274191,Kitchen Exhaust Solutions,982.06,10/14/2019 15:35,10/14/2019 16:09,,
5745,13734,274212,The College of Saint Rose,143.1,10/14/2019 16:18,10/14/2019 16:30,,
5746,13735,274932,The Art Institute of Chicago,100.5,10/14/2019 16:28,10/16/2019 11:00,,
5747,13736,275112,PacifiCorp,35.01,10/15/2019 8:06,10/16/2019 14:41,,
5748,13737,274887,Mile Bluff Medical Center,38,10/15/2019 8:41,10/16/2019 10:08,,
5749,13738,274379,Orange County Public Schools,138.5,10/15/2019 9:07,10/15/2019 9:48,,
5750,13739,274555,Commercial Door and Hardware,96.04,10/15/2019 9:13,10/15/2019 13:32,,
5751,13740,278084,Empire Valorize,1563.3,10/15/2019 10:01,10/24/2019 14:50,,
5752,13741,274853,Marketshare Inc,193,10/15/2019 10:05,10/16/2019 9:22,,
5753,13742,278561,Victoria Healthcare & Rehabilitation Center,297.93,10/15/2019 10:07,10/25/2019 16:32,,
5754,13743,276579,Loren Signs,233.25,10/15/2019 10:12,10/21/2019 13:45,,
5755,13744,276879,Austal,123,10/15/2019 10:27,10/22/2019 9:26,,
5756,13745,274984,"Fastech, Inc.",103.5,10/15/2019 10:48,10/16/2019 12:14,,
5757,13746,274923,Charlotte Mechanical,15.02,10/15/2019 10:50,10/16/2019 10:46,,
5758,13747,275176,Kempler Industries,570.5,10/15/2019 10:57,10/16/2019 16:03,,
5759,13748,275093,Northwind Apartments,36.18,10/15/2019 11:43,10/16/2019 14:24,,
5760,13749,275573,"Gasparilla Island Water Association, Inc.",76.5,10/15/2019 11:52,10/17/2019 13:42,,
5813,13750,,Beaed Corporation,127.96,10/15/2019 12:12,,12/4/2019 10:41,
5814,13751,,Autism Double-Checked LLC,63.3,10/15/2019 12:21,,11/1/2019 11:14,
5815,13752,275618,Cypress Bend Condo III,98.5,10/15/2019 12:23,10/17/2019 14:40,,
5816,13753,274824,IKEA,199.26,10/15/2019 12:55,10/16/2019 8:27,,
5817,13754,,Idemia,316.09,10/15/2019 13:08,,11/18/2019 8:54,
5818,13755,,Health and Human Services Department,35.1,10/15/2019 13:34,,10/25/2019 10:47,
5819,13756,275668,"EMSL Analytical, Inc.",459.02,10/15/2019 13:39,10/17/2019 15:54,,
5820,13757,274999,Conti Enterprises-Edison NJ,330.6,10/15/2019 14:00,10/16/2019 12:30,,
5821,13758,274633,"Dunright, LLC",780,10/15/2019 14:26,10/15/2019 15:07,,
5822,13759,275043,Congregation Beth Isreal,52.29,10/15/2019 14:52,10/16/2019 13:21,,
5823,13760,277080,Western Pump,65.74,10/15/2019 15:12,10/22/2019 13:55,,
5824,13761,279094,"U.S. Army Corps of Engineers Hidden Dam - Hensley Lake,CA",216.5,10/15/2019 15:31,10/28/2019 15:54,,
5825,13762,275905,Seacoast Utility Authority,434.3,10/16/2019 7:14,10/18/2019 10:49,,
5826,13763,275335,CenturyLink,161.14,10/16/2019 9:00,10/17/2019 8:45,,
5827,13764,280302,JAD Corporation of America,422.5,10/16/2019 9:01,10/31/2019 12:08,,
5828,13765,275504,Leidos - Sandusky,20.25,10/16/2019 9:06,10/17/2019 12:03,,
5829,13766,276484,Addison Building Materials,59.5,10/16/2019 9:13,10/21/2019 11:41,,
5830,13767,275338,John Thomas Inc,652.31,10/16/2019 9:14,10/17/2019 8:48,,
5831,13768,274953,Perry Electric & Maintenance Inc.,25.5,10/16/2019 9:29,10/16/2019 11:30,,
5832,13769,275318,Marketshare Inc,249,10/16/2019 9:47,10/17/2019 8:01,,
5833,13770,275820,FEDVET CONSTRUCTION,227.29,10/16/2019 9:59,10/18/2019 8:43,,
5834,13771,275144,RedRock Security,885.52,10/16/2019 9:59,10/16/2019 15:16,,
5835,13772,275558,Los Angeles Department of Water & Power,486.75,10/16/2019 10:33,10/17/2019 13:25,,
5836,13773,277352,CS Energy,72.03,10/16/2019 10:44,10/23/2019 8:37,,
5837,13774,,Resource Services,5566.9,10/16/2019 11:24,,12/10/2019 9:22,
5914,13775,275920,"Ad Art, Inc",145,10/16/2019 11:29,10/18/2019 11:06,,
5915,13776,280767,Gray Construction,388.16,10/16/2019 12:02,11/1/2019 14:15,,
5916,13777,275363,Empire Valorize,91.8,10/16/2019 12:23,10/17/2019 9:23,,
5917,13778,275352,Paulina Elementary School,120.5,10/16/2019 12:35,10/17/2019 9:17,,
5918,13779,275922,Inovio,704.19,10/16/2019 13:22,10/18/2019 11:09,,
5919,13780,277614,Gary F Gardner Inc.,1000.77,10/16/2019 14:28,10/23/2019 14:06,,
5920,13781,275913,Signarama-Tomsriver,42.15,10/16/2019 14:51,10/18/2019 10:59,,
5921,13782,275979,Best Western,36.39,10/16/2019 15:05,10/18/2019 12:32,,
5922,13783,275659,KLD Construction Corp,65.16,10/16/2019 15:24,10/17/2019 15:42,,
5923,13784,276089,Mervis Industries,76.15,10/16/2019 15:33,10/18/2019 14:59,,
5924,13785,,"Ragnar Benson Construction, LLC",3690.2,10/16/2019 15:54,,12/19/2019 11:47,
5925,13786,,Fastsigns 153,134.95,10/16/2019 16:04,,10/28/2019 11:05,
5926,13787,276995,VA Medical Center,318.28,10/17/2019 7:30,10/22/2019 12:20,,
5927,13788,,JAD Corporation of America,31.5,10/17/2019 8:37,,11/15/2019 15:05,
5928,13789,,Buffalo SignMakers,1801.75,10/17/2019 8:38,,10/28/2019 10:39,
5929,13790,277833,Public Utilities/Operations,26.5,10/17/2019 8:54,10/24/2019 8:44,,
5930,13791,,Fastsigns 2067,417.6,10/17/2019 9:04,,12/10/2019 9:24,
