,Estimate#,Converted#,CompanyName,PriceTotal,DateCreated,DateConverted,DateLost,DateVoided
6126,14383,284801,John Thomas Inc,1187.5,11/13/2019 11:21,11/14/2019 12:14,,
6127,14384,285104,Brandenburg Industrial Service Company,1052.05,11/13/2019 11:23,11/15/2019 8:34,,
6128,14385,284899,LS Air Maintenance,32.5,11/13/2019 11:32,11/14/2019 14:11,,
6129,14386,,AFRICOM CJTF-HOA J334,4304.12,11/13/2019 11:41,,12/12/2019 12:10,
6130,14387,288448,General Services Administration,657.5,11/13/2019 11:43,11/26/2019 13:40,,
6131,14388,284380,"NCOIC, EOD Supply - USAF",260.5,11/13/2019 12:00,11/13/2019 13:35,,
6132,14389,285100,Aria Energy,274.26,11/13/2019 12:33,11/15/2019 8:29,,
6133,14390,293311,Castro Valley USD,115.27,11/13/2019 12:58,12/13/2019 11:21,,
6134,14391,,IsoTech Design,1723,11/13/2019 13:13,,12/5/2019 13:39,
6135,14392,285291,Applied Industrial Technologies,49.5,11/13/2019 13:15,11/15/2019 14:24,,
6136,14393,,Dawn Harrielle,14.92,11/13/2019 13:24,,11/27/2019 14:58,
6137,14394,285314,"Lea Power Partners, LLC",408.5,11/13/2019 13:26,11/15/2019 15:00,,
6138,14395,284509,Marketshare Inc,253,11/13/2019 13:56,11/13/2019 16:09,,
6139,14396,,"JR Automation Technologies, LLC",24.91,11/13/2019 14:06,,12/20/2019 10:41,
6140,14397,284673,Manning Materials Inc.,8396.65,11/13/2019 14:11,11/14/2019 9:17,,
6141,14398,,Phipps Houses Services,584.56,11/13/2019 14:18,,11/21/2019 12:30,
6142,14399,285292,Maryland Nautical Sales,100.5,11/13/2019 15:02,11/15/2019 14:24,,
6143,14400,,FASTSIGNS of Fairfield,11768.26,11/13/2019 15:12,,12/5/2019 14:27,
6144,14401,284877,Automation Solutions,69.07,11/13/2019 15:14,11/14/2019 13:49,,
6145,14402,284861,Hackettstown Municipal Utilities Authority,148.5,11/13/2019 15:29,11/14/2019 13:22,,
6223,14403,285189,"Component Repair Technologies, Inc.",467.59,11/13/2019 16:00,11/15/2019 11:10,,
6224,14404,286613,The Sign Guy,2563.87,11/13/2019 16:05,11/20/2019 12:21,,
6225,14405,284568,Nuzira,17.29,11/13/2019 16:19,11/13/2019 18:23,,
6226,14406,286528,Loring Job Corps Center,78.5,11/13/2019 16:36,11/20/2019 10:18,,
6227,14407,285821,SLWilson Company,174.5,11/14/2019 7:23,11/18/2019 14:38,,
6228,14408,289710,Napco Copy Graphics,2845.35,11/14/2019 7:50,12/3/2019 12:37,,
6229,14409,286226,Safeguard Industries,248.43,11/14/2019 8:27,11/19/2019 13:37,,
6230,14410,,Old Dominion Realty,46.87,11/14/2019 8:58,,2/14/2020 11:22,
6231,14411,285109,Borghesi Building and Engineering,509.96,11/14/2019 9:01,11/15/2019 8:45,,
6232,14412,285824,M L Schmitt Inc.,52.59,11/14/2019 9:02,11/18/2019 14:40,,
6233,14413,285818,M L Schmitt Inc.,571.09,11/14/2019 9:07,11/18/2019 14:37,,
6234,14414,285816,M L Schmitt Inc.,788.91,11/14/2019 9:08,11/18/2019 14:34,,
6235,14415,285204,CCD Counseling PA,119.34,11/14/2019 9:18,11/15/2019 11:37,,
6236,14416,284718,St Cloud Stamp & Sign,86.5,11/14/2019 9:19,11/14/2019 10:56,,
6237,14417,285234,KIRA,733.32,11/14/2019 11:01,11/15/2019 12:38,,
6238,14418,,Jala Inc,49.27,11/14/2019 11:23,,12/20/2019 9:16,
6239,14419,,Community Systems Inc.,32.33,11/14/2019 11:39,,12/18/2019 12:11,
6240,14420,287595,Urology of Virginia,439.39,11/14/2019 12:06,11/22/2019 14:18,,
6241,14421,288710,Mission Rubber Company LLC,210.67,11/14/2019 12:10,11/27/2019 10:17,,
6242,14422,284964,Affinity Gaming,156.43,11/14/2019 13:10,11/14/2019 15:51,,
6243,14423,284894,Long Wharf Theatre,172.5,11/14/2019 13:18,11/14/2019 14:08,,
6244,14424,,Napco Copy Graphics,473.95,11/14/2019 13:32,,11/26/2019 11:06,
6245,14425,284935,"Dunright, LLC",780,11/14/2019 13:45,11/14/2019 15:05,,
6246,14426,285282,Sewer Equipment,21.25,11/14/2019 13:48,11/15/2019 14:09,,
6247,14427,285142,"42 Degrees Mgmt, LLC",121.37,11/14/2019 14:03,11/15/2019 9:48,,
6248,14428,286248,Green I Management,189.45,11/14/2019 14:07,11/19/2019 14:13,,
6326,14429,,Community Systems Inc.,191.33,11/14/2019 14:16,,1/23/2020 15:47,
6327,14430,284912,Exxon Mobile Upstream Research Co,46.98,11/14/2019 14:28,11/14/2019 14:28,,
6328,14431,284945,All Families Healthcare,37.5,11/14/2019 14:32,11/14/2019 15:25,,
6329,14432,,Vital Signs,5220.94,11/14/2019 15:02,,12/10/2019 11:32,
6330,14433,285324,Minnesota State Academies,53.5,11/14/2019 15:05,11/15/2019 15:14,,
6331,14434,285139,ABC Media Group,115,11/14/2019 15:12,11/15/2019 9:42,,
6332,14435,285687,More Vang,87.45,11/14/2019 15:14,11/18/2019 11:28,,
6333,14436,302009,Northern Division San Diego Police Department,980.81,11/14/2019 15:40,1/16/2020 13:48,,
6334,14437,,SolareAmerica LLC,24963,11/14/2019 15:47,,12/23/2019 8:10,
6335,14438,286548,Ironmark,395.91,11/14/2019 16:20,11/20/2019 10:46,,
6336,14439,,Lundahl Building,165.32,11/14/2019 16:31,,12/23/2019 8:12,
6337,14440,298214,MSC Industrial Supply,50.31,11/15/2019 7:51,1/6/2020 14:32,,
6338,14441,,G. Sandoval Construction,165.5,11/15/2019 8:09,,11/19/2019 15:46,
6339,14442,285872,Eight-Ten Commercial,56,11/15/2019 8:55,11/18/2019 15:30,,
6340,14443,289176,Stone Imagery,106.5,11/15/2019 8:58,12/2/2019 8:44,,
6341,14444,,Lundahl Building,75.44,11/15/2019 9:15,,12/23/2019 8:13,
6342,14445,,Lundahl Building,98.98,11/15/2019 9:22,,12/23/2019 8:13,
6343,14446,285317,"Tennessee Rand, Inc.",97,11/15/2019 9:42,11/15/2019 15:09,,
6344,14447,285321,"Tennessee Rand, Inc.",97,11/15/2019 9:45,11/15/2019 15:11,,
6345,14448,285322,"Tennessee Rand, Inc.",97,11/15/2019 9:52,11/15/2019 15:12,,
6346,14449,285171,Commercial Door and Hardware,249.99,11/15/2019 9:53,11/15/2019 10:40,,
6347,14450,285207,Commercial Door and Hardware,13,11/15/2019 9:54,11/15/2019 11:40,,
6348,14451,285697,"Summer Systems, Inc.",89.78,11/15/2019 9:57,11/18/2019 11:44,,
6349,14452,285274,Commercial Door and Hardware,247.5,11/15/2019 10:34,11/15/2019 13:49,,
6350,14453,286258,Big Lots,55.38,11/15/2019 10:46,11/19/2019 14:25,,
6403,14454,285819,Midwest Energy Resources Company,1007.01,11/15/2019 11:45,11/18/2019 14:37,,
6404,14455,324809,"Self Storage Signs, LLC",935,11/15/2019 13:33,3/17/2020 9:09,,
6405,14456,291910,Moon River Sign Company,1034.5,11/15/2019 13:57,12/10/2019 8:07,,
6406,14457,285623,Bucks County IU,65.5,11/15/2019 14:28,11/18/2019 10:25,,
6407,14458,,"Intralox, LLC",14,11/15/2019 14:44,,1/16/2020 15:08,
6408,14459,285619,"Jonay Meter Shop, Inc",20.81,11/15/2019 14:46,11/18/2019 10:16,,
6409,14460,292997,DSV Solutions LLC.,500.03,11/15/2019 14:58,12/12/2019 13:11,,
6410,14461,292993,DSV Solutions LLC.,271.03,11/15/2019 15:11,12/12/2019 13:08,,
6411,14462,288153,InnoTrans Communications Inc.,345.78,11/15/2019 15:25,11/25/2019 16:01,,
6412,14463,285831,Fisher Scientific,144.5,11/15/2019 15:26,11/18/2019 14:47,,
6413,14464,285691,Victor Raziano,47.09,11/15/2019 15:33,11/18/2019 11:40,,
6414,14465,286637,ALDI Inc. Moreno Valley Division,783.35,11/15/2019 15:44,11/20/2019 12:52,,
6415,14466,285861,Oden-Hardy Construction,1090,11/15/2019 15:48,11/18/2019 15:19,,
6416,14467,,"VFP, Inc.",354.5,11/15/2019 16:02,,12/11/2019 10:17,
6417,14468,292408,Applied Industrial Technologies,18,11/15/2019 16:12,12/11/2019 9:14,,
6418,14469,286377,UCLA Extension Facilities Management,62.96,11/15/2019 16:55,11/19/2019 17:11,,
6419,14470,286022,The Salvation Army Hollywood Corps,260.08,11/18/2019 8:32,11/19/2019 8:11,,
6420,14471,,Premier Builder,202.5,11/18/2019 8:59,,12/17/2019 12:16,
6421,14472,,CPS,64.07,11/18/2019 9:10,,12/17/2019 12:16,
6422,14473,,John Thomas Inc,25,11/18/2019 9:28,,12/9/2019 15:40,
6423,14474,,"Magellan Midstream Partners, L.P.",28.76,11/18/2019 9:44,,12/11/2019 10:49,
6424,14475,289224,"Spec Sciences, Inc",393.5,11/18/2019 9:51,12/2/2019 10:11,,
6425,14476,287876,"Promotion Plus Sign Co., Inc.",26.5,11/18/2019 9:56,11/25/2019 8:41,,
6426,14477,285953,Jeff Baumgardt,33.02,11/18/2019 10:41,11/18/2019 17:41,,
6427,14478,286569,Lowell General Hospital,85.54,11/18/2019 10:47,11/20/2019 11:14,,
6428,14479,286048,RED Rochester,21.6,11/18/2019 11:34,11/19/2019 9:14,,
6506,14480,,"Western Water Features, Inc.",1027.08,11/18/2019 11:48,,12/17/2019 12:23,
6507,14481,292410,Del Mar Food Products,25.68,11/18/2019 11:48,12/11/2019 9:14,,
6508,14482,287069,Nate Witt,307.25,11/18/2019 11:54,11/21/2019 12:14,,
6509,14483,285927,RSVC Company,75,11/18/2019 12:03,11/18/2019 16:54,,
6510,14484,,Maryland Procurement Office,116.5,11/18/2019 12:36,,12/18/2019 11:17,
6511,14485,286910,"Magellan Midstream Partners, L.P.",42.87,11/18/2019 13:05,11/21/2019 7:28,,
6512,14486,285752,Pacific Rim Builders,140.63,11/18/2019 13:08,11/18/2019 13:09,,
6513,14487,286093,"Advanced Medical Builders, Inc.",47.57,11/18/2019 13:18,11/19/2019 10:13,,
6514,14488,286256,305 MOUNTAINEER GAMING,106.53,11/18/2019 14:06,11/19/2019 14:21,,
6515,14489,,Fastsigns 2067,43.7,11/18/2019 14:23,,1/9/2020 11:37,
6516,14490,285852,Felix Thomson Company,53.5,11/18/2019 14:55,11/18/2019 15:09,,
6517,14491,286459,Rocky River City School District,41.5,11/18/2019 15:01,11/20/2019 8:13,,
6518,14492,288548,Parsons,278.26,11/18/2019 15:04,11/26/2019 15:49,,
6519,14493,286228,Riverwood Estates Apartments,25.88,11/18/2019 15:19,11/19/2019 13:38,,
6520,14494,285873,Gregor Industries,68.43,11/18/2019 15:20,11/18/2019 15:31,,
6521,14495,286285,Veterans Affairs Med Center,84.5,11/18/2019 15:38,11/19/2019 14:48,,
6522,14496,,Ralph Chappell,478.81,11/18/2019 15:50,,3/10/2020 15:00,
6523,14497,286235,Sign Designs,94.5,11/18/2019 16:19,11/19/2019 13:45,,
6524,14498,,The Bernd Group,37,11/18/2019 16:27,,1/22/2020 11:39,
6525,14499,288329,Professional Truck Washing Services,202.64,11/18/2019 17:01,11/26/2019 10:22,,
6526,14500,287657,JAD Corporation of America,100.5,11/19/2019 8:43,11/22/2019 16:21,,
6527,14501,286519,University of Missouri,49.5,11/19/2019 8:46,11/20/2019 10:05,,
6528,14502,286066,John Thomas Inc,188.5,11/19/2019 9:06,11/19/2019 9:42,,
6529,14503,286081,Philadelphia Sign Company,125.5,11/19/2019 9:14,11/19/2019 9:59,,
6530,14504,288005,US Navy,357.5,11/19/2019 9:32,11/25/2019 12:11,,
6531,14505,288494,SWFLANT,194.5,11/19/2019 9:50,11/26/2019 14:25,,
6608,14506,286095,North Carolina Forest Service,32.5,11/19/2019 10:05,11/19/2019 10:18,,
6609,14507,292490,John Thomas Inc,262.5,11/19/2019 10:13,12/11/2019 10:55,,
6610,14508,290595,VA Medical Center in Minnesota,105.5,11/19/2019 10:35,12/5/2019 11:30,,
6611,14509,287000,"E Light Electric Services, Inc.",631.28,11/19/2019 10:43,11/21/2019 10:58,,
6612,14510,287496,CCS,64.5,11/19/2019 11:17,11/22/2019 11:41,,
6613,14511,290058,Confluence Health,1728.17,11/19/2019 11:21,12/4/2019 10:03,,
6614,14512,,Office Wagon,6522.5,11/19/2019 11:39,,3/10/2020 15:02,
6615,14513,286217,"Department of Veterans Affairs - West Palm Beach,FL",211.05,11/19/2019 11:52,11/19/2019 13:22,,
6616,14514,,Richard Gavlak,15.9,11/19/2019 11:58,,12/26/2019 14:35,
6617,14515,286561,Grande Communications,39.42,11/19/2019 12:54,11/20/2019 11:02,,
6618,14516,289455,General Dynamics SATCOM Technologies,20.52,11/19/2019 13:31,12/2/2019 16:09,,
6619,14517,,VA Hospital,69.5,11/19/2019 14:01,,12/23/2019 8:19,
6620,14518,,Minnesota Department of Transportation,10218.42,11/19/2019 14:54,,1/20/2020 15:58,
6621,14519,287927,Fox General Construction LLC,77.31,11/19/2019 15:01,11/25/2019 10:20,,
6622,14520,,Bonnell Industries Inc,8,11/19/2019 15:25,,12/4/2019 8:55,
6623,14521,286344,"Cinemark Holdings, Inc.",62.1,11/19/2019 15:28,11/19/2019 16:07,,
6624,14522,288072,"Goodwill Industries - Long Beach,CA",216.67,11/19/2019 15:57,11/25/2019 13:59,,
6625,14523,291800,Signs of all Kinds,194.5,11/19/2019 15:59,12/9/2019 16:09,,
6626,14524,288553,Parsons,278.26,11/19/2019 16:20,11/26/2019 15:53,,
6627,14525,288165,Parsons,516.8,11/19/2019 16:21,11/25/2019 16:22,,
6628,14526,286482,NYS Division of Homeland Security,110.5,11/19/2019 16:24,11/20/2019 9:01,,
6629,14527,286640,"Talk To Me Bilingual Speech Therapy, Inc",175.77,11/19/2019 17:07,11/20/2019 12:59,,
6630,14528,,AAA Construction,128.89,11/19/2019 17:46,,12/17/2019 14:00,
6631,14529,,Ranger Gate Co,106.38,11/20/2019 7:23,,1/13/2020 12:01,
6632,14530,,"M.C. Dean, Inc.",182.86,11/20/2019 7:59,,12/16/2019 8:07,
6633,14531,,WISDOT,7.4,11/20/2019 8:23,,12/3/2019 10:58,
6685,14532,286983,"E Light Electric Services, Inc.",3196.35,11/20/2019 8:42,11/21/2019 10:39,,
6686,14533,286725,Main Street Storage LLC.,311.96,11/20/2019 9:01,11/20/2019 14:39,,
6687,14534,290945,Empire Valorize,51.3,11/20/2019 9:16,12/6/2019 8:31,,
6688,14535,290949,Empire Valorize,51.3,11/20/2019 9:29,12/6/2019 8:37,,
6689,14536,290958,Empire Valorize,51.3,11/20/2019 9:32,12/6/2019 8:46,,
6690,14537,290965,Empire Valorize,51.3,11/20/2019 9:38,12/6/2019 8:58,,
6691,14538,290982,Empire Valorize,51.3,11/20/2019 9:41,12/6/2019 9:16,,
6692,14539,290987,Empire Valorize,51.3,11/20/2019 9:45,12/6/2019 9:18,,
6693,14540,291021,Empire Valorize,51.3,11/20/2019 9:49,12/6/2019 10:15,,
6694,14541,291043,Empire Valorize,51.3,11/20/2019 9:51,12/6/2019 10:49,,
6695,14542,291060,Empire Valorize,51.3,11/20/2019 9:56,12/6/2019 11:05,,
6696,14543,291061,Empire Valorize,51.3,11/20/2019 9:58,12/6/2019 11:07,,
6697,14544,291063,Empire Valorize,51.3,11/20/2019 10:01,12/6/2019 11:10,,
6698,14545,287226,Makino,11,11/20/2019 10:29,11/21/2019 15:15,,
6699,14546,288496,Mobile Climate Control,58.85,11/20/2019 10:55,11/26/2019 14:26,,
6700,14547,290562,Chesapeake Energy,2630.26,11/20/2019 11:00,12/5/2019 10:48,,
6701,14548,290267,International Boundary and Water Commission,391,11/20/2019 12:15,12/4/2019 14:27,,
6702,14549,286682,Affinity Gaming,102.29,11/20/2019 12:18,11/20/2019 13:50,,
6703,14550,301296,FASTSIGNS of Kankakee,142.5,11/20/2019 12:55,1/15/2020 9:33,,
6704,14551,,Beech Springs Church,134.09,11/20/2019 13:05,,1/24/2020 14:41,
6705,14552,286666,Shaw Contracting Inc.,183.04,11/20/2019 13:14,11/20/2019 13:34,,
6706,14553,286749,AFCO Avports Managment,88.5,11/20/2019 13:17,11/20/2019 15:01,,
6707,14554,,Complete Contracting Solutions,7792.07,11/20/2019 13:22,,12/3/2019 12:58,
6708,14555,287178,Wahl Clipper Corporation,266.24,11/20/2019 13:26,11/21/2019 14:13,,
6709,14556,286766,Integrated Sign and Graphics,252.5,11/20/2019 13:30,11/20/2019 15:22,,
6710,14557,292499,"SignCrafters, Inc.",28.5,11/20/2019 13:32,12/11/2019 11:04,,
6814,14558,292394,CPS,471.69,11/20/2019 13:40,12/11/2019 8:54,,
6815,14559,292494,Armstrong,415.5,11/20/2019 13:45,12/11/2019 11:00,,
6816,14560,300969,FASTSIGNS of Kankakee,2241.1,11/20/2019 14:03,1/14/2020 13:15,,
6817,14561,,Let the Whole World Know,393.53,11/20/2019 14:09,,12/16/2019 13:19,
6818,14562,288262,G&G Equipment Specialists,,11/20/2019 14:24,11/26/2019 8:36,,
6819,14563,287131,G&G Equipment Specialists,,11/20/2019 15:00,11/21/2019 13:27,,
6820,14564,287125,G&G Equipment Specialists,253.75,11/20/2019 15:05,11/21/2019 13:23,,
6821,14565,287194,The Art Institute of Chicago,47.5,11/20/2019 15:05,11/21/2019 14:23,,
6822,14566,286765,The Art Institute of Chicago,176.7,11/20/2019 15:08,11/20/2019 15:16,,
6823,14567,287164,Lawton Reprographic Centers,51.3,11/20/2019 15:12,11/21/2019 14:01,,
6824,14568,287155,Upstate Services Group LLC,29.7,11/20/2019 15:20,11/21/2019 13:51,,
6825,14569,287248,Modular Connections,444.5,11/20/2019 15:43,11/21/2019 15:36,,
6826,14570,287152,Power House Manufacturing,95,11/20/2019 15:45,11/21/2019 13:47,,
6827,14571,288057,Nutrien Ag Solutions - Stockton IL,820.06,11/20/2019 15:46,11/25/2019 13:40,,
6828,14572,286995,JE Grant General Contractors,403,11/20/2019 15:53,11/21/2019 10:53,,
6829,14573,287154,Occutec Inc.,312.17,11/21/2019 8:14,11/21/2019 13:50,,
6830,14574,289689,Fastenal,71,11/21/2019 8:30,12/3/2019 12:05,,
6831,14575,287610,Brookings Institution,53.5,11/21/2019 8:32,11/22/2019 14:37,,
6832,14576,287011,CMC Design-Build,265.5,11/21/2019 9:20,11/21/2019 11:10,,
6833,14577,287945,Aria Energy,82.03,11/21/2019 9:26,11/25/2019 10:50,,
6834,14578,287264,"Post General Contracting, LLC",46.38,11/21/2019 10:39,11/21/2019 16:02,,
6835,14579,288724,G&G Equipment Specialists,85.5,11/21/2019 11:03,11/27/2019 10:41,,
6836,14580,292472,NAVAHCS,928.5,11/21/2019 11:11,12/11/2019 10:35,,
6837,14581,302380,Dixon Public Schools,41.76,11/21/2019 11:12,1/17/2020 12:30,,
6838,14582,287412,UPS Plant Engineering,91,11/21/2019 11:16,11/22/2019 9:37,,
6839,14583,288719,G&G Equipment Specialists,250.5,11/21/2019 11:20,11/27/2019 10:36,,
6840,14584,289672,Cams Trident,2623.32,11/21/2019 11:35,12/3/2019 11:31,,
6918,14585,287200,Agostini Bacon Construction Companies,231.66,11/21/2019 11:59,11/21/2019 14:30,,
6919,14586,287363,HSC Builders & Construction Manager,117.13,11/21/2019 12:04,11/22/2019 7:09,,
6920,14587,292155,Trinseo LLC,522.05,11/21/2019 12:28,12/10/2019 13:42,,
6921,14588,287914,ATI Worksite Solutions,16.96,11/21/2019 12:47,11/25/2019 9:56,,
6922,14589,287889,Metropolitan Water Reclamation District of Greater Chicago,254.5,11/21/2019 13:26,11/25/2019 9:07,,
6923,14590,287447,The Purple Pipe Company,96.39,11/21/2019 14:24,11/22/2019 10:22,,
6924,14591,288765,Kane Graphical,30.35,11/21/2019 14:33,11/27/2019 12:03,,
6925,14592,305277,Villaggio - HOA,386.01,11/21/2019 14:42,1/27/2020 9:33,,
6926,14593,287936,Technical College of the Lowcountry,55.11,11/21/2019 14:55,11/25/2019 10:40,,
6927,14594,287240,"USDA, Forest Service, Region 5 - Vallejo,CA",24.5,11/21/2019 14:59,11/21/2019 15:29,,
6928,14595,287392,Orange County Public Schools,94.5,11/21/2019 15:06,11/22/2019 9:00,,
6929,14596,288111,Art Gautreau Inc.,81.05,11/21/2019 15:07,11/25/2019 14:58,,
6930,14597,,Old Adobe Union School District,201.89,11/21/2019 15:11,,1/6/2020 8:23,
6931,14598,287979,The Keystone Neighbourhood Company,165.15,11/21/2019 15:12,11/25/2019 11:28,,
6932,14599,,Reidy Group,3671.26,11/21/2019 15:26,,1/2/2020 13:43,
6933,14600,288826,Art Gautreau Inc.,129.98,11/21/2019 16:03,11/27/2019 15:29,,
6934,14601,287544,IBS Industrial.,,11/21/2019 16:25,11/22/2019 12:52,,
6935,14602,,OYO Hotel Victorville,4125.77,11/22/2019 8:16,,1/2/2020 13:44,
6936,14603,288443,Seastar Solutions,492.57,11/22/2019 8:38,11/26/2019 13:32,,
6937,14604,293232,Open Systems Integrators,554,11/22/2019 8:41,12/13/2019 9:19,,
6938,14605,294091,Federal Aviation Administration - Cheyenne,418.5,11/22/2019 8:41,12/17/2019 8:53,,
6939,14606,289759,Humanscale Corporation,345,11/22/2019 8:52,12/3/2019 13:47,,
6940,14607,287954,Marketshare Inc,541,11/22/2019 8:55,11/25/2019 10:58,,
6941,14608,291949,Nutrien Ag Solutions - Stockton IL,127.8,11/22/2019 8:56,12/10/2019 9:18,,
6942,14609,288336,Interfaith of The Woodlands,129,11/22/2019 9:18,11/26/2019 10:28,,
7045,14610,287421,Commercial Door and Hardware,91.8,11/22/2019 9:34,11/22/2019 9:47,,
7046,14611,287423,Commercial Door and Hardware,108.16,11/22/2019 9:37,11/22/2019 9:50,,
7047,14612,288063,KR Construction,648.68,11/22/2019 9:42,11/25/2019 13:52,,
7048,14613,287858,Dentsply Sirona Lab,293.09,11/22/2019 10:12,11/25/2019 7:40,,
7049,14614,,DEKOL LLC,39539.63,11/22/2019 10:35,,12/18/2019 13:40,
7050,14615,290961,Fort Sill National Cemetery,158.5,11/22/2019 10:40,12/6/2019 8:52,,
7051,14616,289330,Washington State Community College,70.5,11/22/2019 10:58,12/2/2019 12:53,,
7052,14617,288023,1518 K Street LLC,86.92,11/22/2019 11:11,11/25/2019 12:42,,
7053,14618,287522,P Kaufmann Contract,1989.15,11/22/2019 11:16,11/22/2019 12:18,,
7054,14619,289347,Marketshare Inc,2130.39,11/22/2019 11:33,12/2/2019 13:26,,
7055,14620,287646,Swinerton,86.5,11/22/2019 11:51,11/22/2019 16:01,,
7056,14621,287567,Dongweck Engraving,578.2,11/22/2019 11:53,11/22/2019 13:23,,
7057,14622,287882,"Jonay Meter Shop, Inc",20.81,11/22/2019 13:03,11/25/2019 8:50,,
7058,14623,287573,Kalahari Resorts,233.2,11/22/2019 13:17,11/22/2019 13:37,,
7059,14624,,US Coast Guard,368.75,11/22/2019 13:18,,1/2/2020 13:50,
7060,14625,,Tiffany McCartney,95.69,11/22/2019 13:36,,11/25/2019 11:50,
7061,14626,288381,Creative Signs,187,11/22/2019 14:04,11/26/2019 11:37,,
7062,14627,288491,Bryan Hollewell,276.92,11/22/2019 14:23,11/26/2019 14:20,,
7063,14628,287993,Bay Equipment & Repair,18.68,11/22/2019 14:49,11/25/2019 11:58,,
7064,14629,,Dependable Hawaiian Express,43.68,11/22/2019 14:58,,12/26/2019 14:36,
7065,14630,287910,Devon Construction Services,71.55,11/22/2019 15:04,11/25/2019 9:52,,
7066,14631,292250,Sentry Electrical Group,1100.52,11/22/2019 15:19,12/10/2019 16:07,,
7067,14632,288001,"Constructive Solutions, Inc",388.19,11/22/2019 15:52,11/25/2019 12:10,,
7068,14633,,L.A. Co. Dept. of Public Works,450.81,11/22/2019 16:48,,12/27/2019 13:31,
7069,14634,,Fastsigns 2067,557.65,11/22/2019 16:55,,1/22/2020 11:43,
7070,14635,292986,Great Lakes Industrial Furnace Services,160.25,11/25/2019 7:53,12/12/2019 13:03,,
7122,14636,288514,Penn State University,86.5,11/25/2019 8:05,11/26/2019 14:49,,
7123,14637,288255,Makino,33,11/25/2019 8:33,11/26/2019 8:17,,
7124,14638,288386,"Post General Contracting, LLC",92.34,11/25/2019 9:02,11/26/2019 11:46,,
7125,14639,289653,Charleston School of Law,19.62,11/25/2019 9:15,12/3/2019 11:05,,
7126,14640,288113,SignCo USA,7,11/25/2019 9:18,11/25/2019 15:01,,
7127,14641,288701,McAllister Towing of New York,374.98,11/25/2019 9:23,11/27/2019 9:46,,
7128,14642,288759,Gila Bend KOA,418.36,11/25/2019 9:32,11/27/2019 12:00,,
7129,14643,291962,BFY Brands,82.72,11/25/2019 10:14,12/10/2019 9:45,,
7130,14644,287995,Setpoint Integrated Solutions,206.29,11/25/2019 10:37,11/25/2019 12:03,,
7131,14645,288085,"Global Communication Semiconductors, LLC",266.09,11/25/2019 10:50,11/25/2019 14:15,,
7132,14646,,Foppe Visual Communication,3895.25,11/25/2019 11:16,,12/3/2019 10:48,
7133,14647,288068,Oasis Advanced Engineering,162.5,11/25/2019 11:19,11/25/2019 13:56,,
7134,14648,,Fastsigns 2161,6251.58,11/25/2019 12:22,,12/6/2019 15:21,
7135,14649,289221,RSVC Company,75,11/25/2019 12:24,12/2/2019 10:05,,
7136,14650,298431,The Urban Electric Company,1167.39,11/25/2019 12:56,1/7/2020 9:31,,
7137,14651,290944,GreenStar Food Co-op,214.38,11/25/2019 12:59,12/6/2019 8:29,,
7138,14652,,US INTERCONTINENTAL LLC,23301.66,11/25/2019 13:02,,1/20/2020 15:59,
7139,14653,,"Fuyao Automotive North America, Inc.",70.5,11/25/2019 13:03,,1/22/2020 11:39,
7140,14654,293801,BlueBerrity,399.38,11/25/2019 13:12,12/16/2019 11:19,,
7141,14655,288535,Hillcrest Constructors Inc,113.94,11/25/2019 13:23,11/26/2019 15:27,,
7142,14656,288522,One Lambda Inc.,21.92,11/25/2019 13:42,11/26/2019 15:08,,
7143,14657,292405,"Monarc Construction, Inc.",375.78,11/25/2019 13:47,12/11/2019 9:12,,
7144,14658,289285,CS Energy,307.26,11/25/2019 14:09,12/2/2019 11:44,,
7145,14659,289243,"Aero BridgeWorks, Inc",1382.77,11/25/2019 14:10,12/2/2019 10:42,,
7146,14660,295754,Aviate Enterprises Inc.,145.5,11/25/2019 14:18,12/23/2019 15:00,,
7147,14661,299786,Nutrien Ag Solutions - Stockton IL,492.04,11/25/2019 14:40,1/10/2020 8:42,,
7226,14662,,SCL-Nielsen Logistics Inc,23625.25,11/25/2019 14:50,,1/20/2020 15:58,
7227,14663,288658,UCLA Extension Facilities Management,110.07,11/25/2019 14:59,11/27/2019 8:22,,
7228,14664,288154,"USAF - 99th Contracting Squadron - Nellis AFB,NV",156.5,11/25/2019 15:15,11/25/2019 16:08,,
7229,14665,292823,Pathfinder Village,57.45,11/25/2019 15:20,12/12/2019 8:46,,
7230,14666,289738,M L Schmitt Inc.,979.26,11/25/2019 15:22,12/3/2019 13:24,,
7231,14667,289747,M L Schmitt Inc.,525.5,11/25/2019 15:33,12/3/2019 13:31,,
7232,14668,,Marketshare Inc,33167.28,11/25/2019 16:04,,1/20/2020 15:57,
7233,14669,288579,"E Light Electric Services, Inc.",12.48,11/25/2019 16:59,11/26/2019 16:43,,
7234,14670,291545,Willow Tree Builders Inc,81.28,11/26/2019 8:00,12/9/2019 11:16,,
7235,14671,288317,"Jonay Meter Shop, Inc",32.3,11/26/2019 8:53,11/26/2019 10:09,,
7236,14672,288428,Chevron,1201.01,11/26/2019 9:07,11/26/2019 13:10,,
7237,14673,,FASTSIGNS of Greenville,29100.15,11/26/2019 9:08,,12/18/2019 11:12,
7238,14674,288482,G&G Equipment Specialists,110,11/26/2019 9:18,11/26/2019 14:09,,
7239,14675,288781,sweetgreen Inc.,1130.67,11/26/2019 9:24,11/27/2019 13:02,,
